Coursera User IDs,
ni-001,friendsmoneybytes-002
728880,707474
729561,707839
729919,708079
730021,708133
730050,708963
730244,709064
730788,709132
731172,709384
731203,709567
731578,709636
731664,709794
731784,709933
732067,710196
732074,710532
732094,710541
732142,710762
732352,710941
732375,711179
732749,711279
733123,711861
733378,711869
733516,712547
733548,713407
733582,713969
733939,714060
733969,714116
734252,714234
734669,715057
734690,715513
734762,715699
734954,716350
735122,716687
735308,716742
735733,717052
735866,717875
735881,718132
736107,718160
736466,718609
736950,718659
737720,718761
737967,719108
737996,719372
738237,720623
738669,720699
739460,722071
739991,722150
740835,722337
740909,723016
740980,723080
740989,723234
741557,723460
741613,723749
741747,724041
742001,724250
742322,724288
742678,724739
743857,724983
743860,725236
744107,726261
744221,726446
744494,726739
744686,726807
745009,727364
745158,727668
745249,727688
745854,728043
746669,728163
747082,728239
747160,728259
747930,728481
748021,728593
748338,728668
748553,728821
748572,728840
748640,728891
748774,728955
748875,729153
749072,729181
749401,729217
749880,729847
750169,730050
750231,730183
750262,730306
750283,730313
750589,732074
752171,732142
752266,732983
753390,733904
753565,734156
754304,734292
754474,734377
754671,734441
755071,734544
755449,734762
755458,734834
755498,734899
755766,736107
755800,736604
755882,736739
756438,736781
757313,736934
757580,738320
759103,738517
759170,738640
759917,738686
760280,738863
760343,739814
760491,740116
760722,741557
760792,742001
761003,742322
761114,742917
761244,743775
761356,744107
762011,744352
762141,744452
762295,744704
762336,744829
762363,745343
762456,745963
762459,746246
762912,746250
763050,746692
763175,746958
763186,747082
763395,747348
763509,747547
763887,747564
764052,747615
764116,747697
764302,747707
764312,747864
764577,748003
764610,748021
764809,748275
764918,748407
764928,749062
765479,749532
765724,749630
766503,750262
766960,750533
767891,751338
768344,751621
768455,751646
768475,752513
769209,753009
769402,753616
769567,754083
770641,754263
772395,754291
772741,754427
772822,754575
773215,754652
773436,754919
773750,755071
773791,755287
773845,755333
774927,755498
775173,755555
775268,756217
775497,756390
775622,756464
776419,757116
776523,757182
776550,757270
776839,757368
776926,757580
778032,757748
778156,758439
778277,758825
779107,758826
779362,758840
779587,758950
779979,759655
780512,760084
780528,760327
780533,760392
780598,760797
780978,761021
781488,761037
781588,761132
781673,762011
781850,762139
781962,762160
781979,762216
782281,762363
782418,762456
782433,763329
782453,763388
782508,764110
783404,764116
783527,764302
783726,764419
784139,764448
784549,764592
784724,764928
784810,765507
785014,765617
785066,765739
785112,765809
785409,765838
785453,766533
786071,766594
786368,766698
786949,766960
787230,767081
787322,767096
787350,767353
787552,767687
788271,767735
788499,768415
788729,769119
788853,769513
788864,769567
788936,769943
789738,770302
789785,770327
790992,770641
791412,770663
791590,771032
791607,771434
791952,771826
792530,771919
793160,772306
793473,772852
793504,773014
793801,773040
793851,773134
794542,773214
794971,773509
795072,773716
796272,773750
796283,773791
797190,774180
797824,774478
797922,774634
797947,774927
798419,775087
798807,775655
799330,776010
799441,776117
799465,776919
799496,776926
799518,777006
799915,777048
800089,777096
800233,777294
800382,777460
800409,777541
800647,777628
801120,778047
801539,779529
801658,779613
801705,779979
801878,780128
801961,780263
802161,780265
802492,780358
802525,780413
802548,780495
802596,781302
803185,781471
803345,781481
803354,781483
803486,781488
803500,781634
804123,781850
804476,782310
804862,782418
804902,782501
805304,782508
805381,782968
805728,783404
805800,784759
806116,784810
806218,785014
806342,785040
806923,785100
807309,785112
807395,785216
807691,785624
807757,785649
807946,785985
808155,786180
808211,786207
808531,786344
808776,786770
809177,786865
809280,786949
809336,787010
809373,787044
809648,787182
809668,787398
809877,787619
810188,787652
810193,787759
810238,788019
810355,788055
810402,788271
810578,788346
810656,789232
810790,789288
811243,789398
811412,790741
811477,790759
812238,790896
812763,791103
813075,791519
813125,791668
813198,791695
813270,791771
813476,792011
813539,792197
813641,792496
814134,792735
814223,793080
814284,793792
814511,793943
814733,793975
814760,794333
814837,794501
815366,794521
816083,795072
816096,795138
816155,795395
816727,795634
816781,795857
817388,796200
818090,796705
818100,796942
818284,797090
818894,797190
818927,797279
819514,797308
820141,797415
820183,797446
821525,797535
821794,798250
821831,798604
821850,799789
821903,800089
822106,800095
822592,800233
822614,800252
822617,800321
822741,800647
822793,801101
822832,801148
823333,801405
823478,801450
823531,801705
824034,801791
824156,801961
824392,802160
824968,802326
825035,802548
825142,802584
825151,802589
825191,802620
825361,802621
825423,803185
825598,803345
825938,803787
826077,803882
826136,803886
826341,804042
826722,804043
826948,804146
827060,804356
827347,804893
827427,805761
828110,805931
828366,805945
828912,806937
829239,807333
829455,807749
829541,807874
829545,807995
830154,808025
830157,808555
830217,808565
830595,808769
830954,809177
831265,809471
831461,809612
831577,809744
832626,809836
832939,809931
832944,810077
833195,810085
833574,810188
834390,810215
835234,810352
835632,810488
835671,811243
836214,811271
836379,811731
836397,811734
838346,811753
838519,812254
838521,812391
838524,812435
838663,813670
838891,813706
838902,813906
839054,813947
839282,814081
839369,814300
839699,814355
840370,814760
840986,814999
841626,815423
841841,815581
841843,816083
842068,816588
842318,816654
842337,816664
842757,816969
842819,816979
843251,817091
843549,817144
843781,817225
843850,817335
843998,817426
844275,817620
844399,817850
844465,818221
844513,818636
844535,818884
844623,819092
845429,819230
845608,819514
846263,819603
847163,819674
847554,819823
847633,820067
847784,820221
848398,820605
848485,821694
848999,821803
849118,822191
849898,822617
850159,822627
851017,822793
851062,822799
851096,823053
851203,823219
851365,823478
852346,823790
852529,824355
852748,824378
853158,824448
853419,824453
853446,824777
853600,824842
853804,825035
854082,825361
854388,825656
855847,825660
855992,825704
857406,825846
857582,825991
857652,826098
857944,826114
858163,826168
858284,826229
858349,826250
858632,826302
858694,827043
859699,827282
859815,827470
860312,827770
860339,827918
860375,828740
860422,829239
860659,829248
861040,829531
861061,829796
861169,830595
861420,830987
861500,831262
861977,831472
863411,831656
863715,832230
866516,832902
867532,832944
868021,833073
868671,833224
868906,833228
869357,833310
869433,833668
869767,833931
870921,834018
871489,834500
871523,834592
871952,835043
871982,835234
872133,835530
872236,835865
873402,836477
873418,836979
873657,837502
874778,837699
875427,837856
875730,838079
876559,838161
876627,838173
876667,838663
876815,838898
876986,839162
877969,839389
877973,839592
878353,840153
879101,840302
879538,840345
880565,840641
880679,840824
880881,841050
881058,841653
882491,841841
883420,842298
883676,842592
884133,842799
884362,843029
884766,843237
884775,843739
885048,843781
885543,843863
885667,843866
885831,843904
886585,844066
886822,844260
887213,844399
887558,844787
887650,844880
887816,845043
887976,845089
888008,845396
888450,845608
888581,845700
889333,845927
890067,846014
891424,846827
892325,846830
894173,846984
894545,847784
894701,847952
895504,848157
895969,849268
896165,850159
896747,850459
896831,850965
896975,851055
897070,851096
897587,851291
897990,851574
898511,851985
898569,852346
898738,852387
898744,852400
898775,852748
898948,853210
899155,853419
899238,853838
899438,854330
899696,854913
900786,855110
901812,856151
902240,856411
902339,856456
903060,857149
903915,857406
905363,857554
905810,857582
905993,857599
906147,857722
906151,857839
906494,858368
906766,858465
906838,858608
906846,858957
907306,859456
907921,859657
908247,859821
908640,860199
908672,860849
908712,860887
908717,861040
908762,861102
908814,861500
908926,861502
909140,863436
910380,863715
910485,863893
910543,864130
910580,864334
911089,864392
911187,864442
911387,864516
912015,864704
912226,864907
912347,865399
912566,865422
912654,865558
913431,865854
913455,866062
913501,866516
914054,866533
914190,867119
914487,867532
914781,868003
914951,868188
914990,868437
915311,868570
915427,869024
915449,869821
915682,869941
915905,870770
916334,871146
916636,871177
916878,871414
916949,872266
917040,872650
917049,872653
917484,873065
917903,874823
918597,874938
918767,875730
918898,876179
919053,876257
919253,876620
919521,877119
919528,877251
919657,877967
919819,877969
919988,877973
921108,878022
921136,878329
921156,878477
921222,878508
921364,879206
921671,879523
921909,880073
921959,880568
922017,880679
922513,880806
923468,881025
923848,881164
924076,881679
924230,882208
924349,882491
924492,882696
925246,882874
925312,883427
925653,883915
925654,884020
925981,884191
926664,884775
926732,884831
927126,884839
927192,884902
927240,885100
927474,885147
928728,885525
929086,885831
929258,886181
929381,886198
929695,886492
930496,886759
930653,886928
930860,887333
930998,887606
932886,887692
933215,888142
933304,888601
933909,888658
934405,888764
934701,889121
934710,889580
934887,890058
935194,891517
935753,891792
935808,892672
935880,892988
936055,893576
936331,893669
936390,894204
936415,894279
936874,895069
936952,895250
937122,895497
937135,895717
937256,895813
937385,896177
937417,896281
937460,896338
937839,896553
937906,896747
938079,896911
938463,897359
938490,897409
938542,897587
938768,897626
938973,897797
939843,898208
939929,898579
940283,898948
940317,899384
940580,899453
940610,899663
941128,900006
941701,900595
941784,901035
942482,902122
942598,902290
942777,902462
942874,902695
943637,902814
943868,903285
944140,903304
944269,903514
944291,903957
944424,904007
944913,904191
945169,904616
945234,904915
945921,905231
945950,905614
946006,905789
946103,905798
946132,906595
947359,906655
947386,906766
947483,906999
947606,907296
947695,908133
947782,908199
947866,908791
947919,908922
948157,909095
948306,909252
948317,909789
948382,910280
948612,910565
948857,911187
948946,911371
948994,911607
949440,912079
949441,912098
949766,912182
949969,912414
950047,912654
950415,912840
950474,913102
950491,913235
950737,913455
951132,913759
951301,914190
951396,914528
951503,914670
951536,914990
951567,915006
951574,915180
951625,915427
951725,915573
951835,915599
952660,915639
952711,916046
952774,916249
952833,916279
952896,916334
953551,916351
953845,916858
953962,917053
953968,917056
954000,917564
954236,917594
954475,917891
954873,918148
955120,918180
955421,918377
955656,918490
955659,918597
955748,918898
956381,918978
956455,919296
956498,919463
956795,919505
956873,919729
957636,919780
957749,919819
957999,920214
958117,920687
958360,921267
958495,921309
959053,921312
959332,921349
959994,921364
960188,921458
960634,921652
960671,921671
960782,921909
960894,921922
960936,922513
961062,923286
961065,923416
961125,923955
961321,924855
961479,925081
961668,925181
961673,925249
961685,926046
961744,926535
961908,926541
962088,926687
962192,926732
962608,927012
962749,927327
962818,928004
963348,928016
964108,928095
964156,928472
964413,928675
964434,929069
964735,929106
965049,929406
965146,929725
965272,929736
965347,929976
965482,930413
966083,930463
966234,930496
966238,930632
966301,931120
966364,931693
966618,932177
966742,932222
966864,932381
967204,932747
967255,932872
967446,933040
967800,933324
968061,933569
968172,933617
968177,933909
968373,933994
968749,934177
968930,934472
969214,935194
969275,935371
969508,935430
969611,935717
969952,935880
970039,936088
970073,936952
970243,937331
970454,937718
970551,938236
970810,938457
970838,938699
970997,939034
971083,939158
971158,939285
971579,939976
971661,940067
971662,940283
971952,940845
972076,941495
972089,941568
972199,941923
972258,942436
972430,942502
972474,942598
972509,942608
972568,942909
972597,942932
972784,942964
972971,943388
973243,943868
973624,943908
974034,943979
974093,943990
974170,944020
974221,944636
974253,944798
974522,944913
974562,945466
974612,945811
974772,945856
975129,946048
976136,946317
976171,946560
976200,946992
976896,947284
977379,947359
977459,947782
977610,947831
977746,947919
977904,947970
978301,947974
978304,948054
978507,948469
978614,948612
978750,948689
978803,948710
979428,949188
979615,949383
979738,949413
979933,949441
980133,949630
981232,949766
981314,949889
981446,949973
981549,950144
981657,950478
982015,950551
982198,950557
982517,950635
983329,950857
983337,950936
983593,950964
983707,951301
983824,951497
984528,951803
984679,952103
984690,952115
984777,952452
984958,952458
985061,952720
985329,953069
985474,953950
985525,953962
985565,954114
985683,954246
985698,954353
985734,954367
985762,954726
986167,954756
986184,954809
986604,954880
986938,954978
986964,955063
986969,955246
986989,955462
987130,955748
987306,955795
987394,955880
987457,956231
987524,956538
987612,957051
987644,957182
987817,957761
988692,957775
988726,957791
989437,958015
989849,958079
990013,958653
990038,959943
990157,959966
990380,960188
990750,960203
990883,960475
991529,960507
991632,960537
991757,961062
991907,961065
991922,961187
992014,961321
992063,961486
992250,961636
992265,961744
992274,961757
992617,962492
993587,963293
994287,963548
994455,963549
994476,963789
994738,964451
994808,964580
995124,964693
995134,965070
995528,965136
995747,965146
996060,965347
996165,965557
996390,965798
996586,965958
996672,966238
997039,966563
997060,966591
997734,966660
998367,966724
999111,966776
999423,966953
999920,967021
1000175,967099
1000326,967255
1000576,967548
1000588,968287
1000594,968399
1000634,968422
1001658,969825
1001814,969884
1001860,969952
1002045,970005
1002150,970039
1002247,970098
1002326,970538
1002713,970634
1002776,970816
1002795,970906
1002850,971029
1003035,971292
1003197,971424
1003574,971590
1004426,971648
1004802,971802
1005161,972089
1005429,972258
1005607,972359
1005621,972431
1005682,972815
1005922,973063
1006261,973216
1006745,973484
1006910,973998
1007102,974170
1007546,974772
1007620,974801
1007630,975051
1007636,975239
1007756,975240
1007766,975407
1007880,975523
1008359,975980
1008398,976124
1008420,976136
1008425,976139
1008502,976627
1008581,976946
1008669,977149
1008687,978018
1009105,978803
1009195,979087
1009199,979553
1009702,979657
1010044,979951
1010856,980109
1010970,980133
1011033,980815
1011103,981293
1011223,981314
1011320,981415
1011435,981466
1011716,981549
1011870,981647
1012007,982367
1012022,982627
1012318,982885
1012982,982889
1013110,983002
1013173,983163
1013792,983307
1013883,983337
1013961,983623
1014273,983707
1014389,984099
1014808,984135
1014964,984137
1015435,984159
1015585,984176
1015645,984250
1015972,984274
1016097,984459
1016256,984777
1017025,985001
1017053,985085
1017091,985525
1017124,985962
1017171,986127
1017201,987279
1017876,987291
1017882,988004
1018395,988306
1018853,988630
1020407,988729
1020914,989397
1020948,989676
1020996,989840
1021195,989978
1021323,990211
1021359,990492
1021476,990594
1021559,990978
1021589,991269
1021696,991346
1022194,991418
1022336,991453
1022603,991632
1022904,991752
1023004,991907
1023030,991979
1023599,992265
1024350,992448
1024586,992513
1024788,992803
1025189,992821
1025303,993524
1025446,993744
1025631,994155
1025648,994344
1025904,994808
1025956,994852
1026457,994898
1026572,995132
1026763,995473
1027360,995562
1028091,995939
1028180,996060
1028565,996165
1028613,996613
1028880,996794
1028994,996799
1029044,997347
1029099,998101
1029238,998390
1029703,998477
1029818,998565
1029942,999140
1030187,999159
1030291,999430
1030614,999631
1030760,999784
1030821,999877
1030937,1000454
1031044,1000529
1031472,1001025
1031818,1001103
1032627,1001242
1033040,1001275
1033093,1001472
1033102,1001556
1033251,1001738
1033987,1001860
1034513,1002150
1034593,1002326
1034659,1002328
1034901,1002518
1035114,1002656
1035700,1002702
1037268,1002711
1037488,1002791
1037788,1002804
1038558,1003055
1038809,1003128
1039161,1003496
1039192,1003574
1039221,1003640
1039360,1003965
1039699,1004023
1039837,1004062
1040184,1004277
1040403,1004329
1040707,1004437
1040962,1004830
1041295,1005065
1041382,1005076
1041457,1005161
1041626,1005626
1041810,1005814
1042311,1005844
1042527,1005922
1042701,1006486
1042734,1006577
1042842,1006595
1042949,1006703
1043119,1006910
1043385,1006924
1043691,1007043
1044050,1007246
1044247,1007524
1044417,1007546
1044993,1007932
1045060,1008037
1045263,1008420
1045677,1008581
1045687,1008687
1046178,1008967
1046466,1009407
1047685,1009981
1047904,1010113
1048840,1010970
1049731,1011041
1049793,1011103
1049901,1011188
1049956,1011379
1050150,1011429
1050674,1011716
1050709,1011913
1051155,1012156
1051559,1012805
1051749,1012879
1052020,1013804
1052956,1014273
1052982,1014389
1053092,1014666
1053635,1014725
1053810,1014808
1054475,1014853
1054845,1015219
1055298,1015493
1055299,1015805
1055363,1016097
1055411,1016323
1055493,1016838
1055578,1016845
1056040,1016942
1056350,1017053
1056369,1017100
1056967,1017132
1057363,1017334
1058185,1017717
1058208,1017882
1058219,1018157
1058747,1018241
1059412,1018695
1059512,1018718
1059601,1018737
1060210,1018879
1060303,1018947
1060590,1019097
1060905,1019405
1060977,1019538
1061182,1019588
1061783,1020121
1062013,1020185
1062068,1020549
1062100,1020640
1062294,1020720
1062928,1020798
1063062,1020844
1063198,1020968
1063291,1021195
1063418,1021379
1063580,1021637
1063757,1022194
1064023,1022278
1064175,1022298
1064767,1022382
1065406,1022481
1065446,1022589
1065550,1022611
1065875,1023086
1065979,1023315
1066126,1023349
1066511,1023493
1066622,1023566
1066627,1023596
1066664,1023718
1066809,1023858
1066877,1023929
1067218,1024564
1067463,1024646
1067583,1024948
1067603,1024974
1067830,1025151
1068081,1025284
1068381,1025303
1069055,1025332
1069243,1025904
1069438,1026159
1069810,1026294
1070524,1026373
1070650,1026645
1071092,1026746
1071602,1027331
1071649,1027638
1072250,1027885
1072673,1028091
1072987,1028180
1073267,1028245
1073302,1028639
1073622,1028747
1074149,1028880
1074257,1028994
1074334,1029152
1074823,1029321
1074858,1029481
1074965,1029486
1075129,1029726
1075188,1029808
1075198,1030124
1075255,1030460
1075425,1030760
1076184,1031067
1076297,1031300
1076968,1031436
1077092,1031472
1077228,1031708
1077471,1031818
1077494,1032147
1077785,1032277
1077817,1032857
1078008,1033022
1078367,1033037
1078385,1033040
1078653,1033563
1078864,1033734
1078963,1033953
1079052,1034518
1079136,1034593
1079434,1034659
1079693,1034731
1079812,1035639
1080220,1035640
1080356,1035734
1080411,1035994
1080648,1037063
1081138,1037557
1081216,1038036
1081286,1038551
1081453,1038658
1081577,1040146
1081751,1040245
1082265,1040788
1082640,1040885
1083534,1040962
1083720,1040966
1083847,1041002
1084045,1041381
1084223,1041398
1084722,1041648
1084902,1041650
1084966,1041879
1085190,1042040
1085635,1042101
1086008,1042337
1086208,1042527
1086462,1042819
1086535,1042891
1086748,1042991
1086949,1043196
1086986,1043306
1087113,1043430
1088354,1043444
1088557,1043472
1088668,1043796
1088711,1044034
1088797,1044050
1089078,1044150
1089536,1044247
1089648,1044372
1089854,1044469
1089914,1044775
1089932,1045152
1090369,1045176
1090576,1045263
1090643,1045382
1091393,1045650
1092868,1045677
1093071,1045857
1093081,1045988
1093395,1046556
1093419,1046609
1093495,1046853
1093553,1047138
1093797,1048852
1093831,1048964
1093996,1049189
1094258,1050574
1094343,1050816
1094463,1051905
1094635,1051960
1094695,1052290
1094740,1052394
1094968,1052591
1095577,1053044
1096147,1053066
1096219,1053092
1096437,1053319
1096477,1053398
1096522,1053543
1096603,1054232
1096986,1055327
1097019,1055523
1097049,1055597
1097404,1055801
1097619,1056029
1097643,1056469
1097648,1056810
1097706,1057215
1097740,1057680
1097920,1057699
1097956,1057764
1098109,1058560
1098276,1058747
1098279,1058791
1098565,1059215
1098626,1059329
1098835,1059665
1098932,1059703
1099052,1059734
1099386,1059804
1099482,1059808
1099534,1060103
1099818,1060513
1099872,1060666
1100319,1061262
1100320,1061272
1100368,1061395
1100457,1061860
1100814,1061893
1101032,1062045
1101172,1062231
1101425,1062332
1101495,1062505
1101550,1062819
1101890,1062928
1102522,1063302
1102779,1063373
1103352,1063392
1103422,1063667
1103490,1063688
1103510,1063831
1103517,1063889
1103865,1063914
1104131,1064146
1104384,1064437
1104429,1064501
1105070,1064507
1105090,1064586
1105124,1064746
1105292,1064767
1105639,1064803
1105721,1065397
1106083,1065406
1106519,1065749
1106522,1065983
1106742,1065993
1107056,1066664
1107159,1066846
1107523,1067218
1107827,1067382
1107966,1068081
1108918,1068373
1108998,1068526
1109022,1068704
1109499,1069262
1109504,1069511
1109651,1069568
1110508,1069815
1110802,1070448
1110822,1070520
1110954,1070524
1111121,1070559
1111167,1071092
1111408,1071499
1111423,1071900
1112048,1071911
1112212,1072043
1112907,1072431
1113068,1072872
1113535,1073116
1113860,1073267
1114156,1073364
1114160,1073585
1114264,1073760
1114736,1073776
1114758,1073929
1114814,1073985
1114815,1074013
1115750,1074142
1115962,1074176
1116275,1074797
1116656,1075225
1117276,1075310
1117309,1075881
1117433,1076536
1118221,1076917
1118465,1077092
1118609,1077494
1118818,1077796
1118846,1078345
1118975,1078614
1119090,1078860
1119449,1079076
1119938,1079136
1120374,1079550
1121193,1079609
1121206,1079702
1121454,1079848
1121647,1079849
1121690,1079948
1121874,1080199
1121959,1080441
1122014,1080506
1122186,1080520
1122199,1080648
1122264,1080880
1122654,1081033
1122794,1081189
1123185,1081237
1123641,1081577
1123695,1081693
1124207,1082265
1124647,1082381
1124814,1082640
1125550,1082769
1126204,1082966
1126438,1082981
1126796,1083116
1127011,1083847
1127105,1084045
1127207,1084106
1127423,1084114
1127563,1084117
1127715,1084180
1127745,1084589
1127972,1084822
1129036,1085010
1129283,1085034
1129774,1085040
1129849,1085238
1130446,1085384
1130596,1086208
1130641,1086225
1130698,1086248
1130975,1086512
1131010,1086747
1131042,1086824
1131054,1086949
1131323,1087113
1131487,1087258
1131625,1087538
1131984,1087621
1132399,1087923
1132540,1088105
1132725,1088309
1133111,1088311
1133174,1088711
1133204,1088797
1133543,1088909
1134116,1089093
1134304,1089199
1134348,1089226
1134436,1089318
1134988,1089431
1135224,1089503
1135937,1089929
1136413,1090336
1136450,1090453
1136473,1090576
1136512,1090714
1136774,1090793
1137154,1090847
1137628,1090959
1137853,1091838
1138110,1092136
1138968,1092798
1138971,1092868
1139803,1092873
1139812,1092928
1140340,1093081
1140874,1093395
1141452,1093811
1141508,1093857
1141564,1093959
1141693,1094099
1141699,1094244
1141885,1094612
1142245,1094740
1142308,1094850
1142322,1095021
1142348,1095354
1142472,1095446
1142716,1095667
1142834,1095702
1142860,1095704
1143312,1095802
1143357,1095907
1143417,1095969
1143424,1096198
1143529,1096219
1143683,1096291
1144101,1096437
1144107,1096522
1144374,1096603
1144697,1096781
1144801,1096873
1145020,1097242
1145253,1097293
1145465,1097321
1145469,1097619
1145792,1097851
1146210,1097920
1146359,1097976
1146592,1098029
1146724,1098279
1146778,1098590
1146867,1098626
1146892,1098655
1147341,1098668
1147512,1098720
1147545,1098851
1147715,1099052
1148167,1099300
1148222,1099433
1148236,1099534
1148671,1099731
1149019,1099818
1149410,1099831
1149463,1100930
1149666,1101059
1149728,1101259
1150020,1101383
1150229,1101390
1150479,1101425
1150561,1101550
1150793,1101650
1151409,1101667
1151614,1101877
1151662,1102312
1152031,1102330
1152033,1102417
1152125,1102522
1152333,1102564
1152336,1102779
1152354,1102887
1152470,1102937
1152531,1103138
1152800,1103490
1153106,1103778
1153170,1103881
1153315,1104032
1153465,1104093
1153477,1104148
1154130,1104237
1154356,1104259
1154582,1105020
1154798,1105124
1155243,1105218
1155249,1105292
1155487,1105639
1155643,1105845
1155770,1106196
1156266,1106249
1156520,1106295
1156790,1106329
1156807,1106458
1157244,1106799
1157560,1106828
1157615,1107010
1157883,1107074
1159022,1107612
1159522,1107807
1159738,1107953
1159739,1107966
1160232,1108046
1160287,1108442
1160649,1108507
1160666,1108688
1160733,1108738
1160780,1108798
1160944,1108869
1161036,1108998
1161134,1109015
1161193,1109022
1161230,1109136
1161501,1109183
1161751,1109508
1162230,1109570
1162379,1109588
1162600,1109615
1162807,1109696
1163036,1109814
1163166,1109986
1163250,1110385
1164242,1110701
1164604,1110907
1164755,1111121
1165134,1111428
1165194,1111714
1165223,1111756
1165500,1112379
1165925,1112907
1166204,1113338
1166245,1113495
1166921,1113522
1166956,1113547
1167078,1113931
1167106,1114082
1167467,1114238
1167531,1114264
1167886,1114432
1168467,1114530
1168878,1114758
1169149,1114815
1169197,1115200
1169773,1115591
1170036,1115750
1170078,1116084
1171010,1116562
1171303,1116656
1171759,1116992
1171841,1117062
1172209,1117072
1172427,1117908
1172585,1118057
1172593,1118364
1172627,1118465
1172728,1118837
1172995,1118987
1173141,1119026
1173386,1119656
1173426,1119681
1174064,1120014
1174114,1120536
1174211,1120588
1174235,1121102
1174785,1121148
1175247,1121322
1175267,1121690
1175342,1121874
1175892,1121959
1176134,1122214
1176417,1122380
1176440,1122836
1176528,1123126
1176852,1123185
1176952,1123570
1177134,1123882
1177252,1123951
1177468,1124129
1177524,1124390
1177898,1124647
1177990,1125244
1177991,1125550
1178045,1125638
1178251,1125725
1178357,1126035
1178362,1126076
1179418,1126161
1179539,1126788
1180463,1127105
1180809,1127196
1180856,1127586
1181242,1127632
1181293,1127708
1181509,1127969
1181645,1128321
1181900,1128996
1182098,1129234
1182117,1129830
1182517,1130268
1182665,1130577
1182773,1130698
1182989,1130719
1183121,1131010
1183422,1131901
1183992,1132018
1184075,1132099
1184363,1132647
1184445,1132778
1184849,1133142
1184904,1133168
1185837,1133359
1185886,1133399
1186295,1133753
1186309,1133914
1186321,1134072
1186863,1134116
1186887,1134304
1187074,1134605
1187399,1134651
1187503,1134702
1187588,1134724
1188253,1134765
1188284,1136000
1188586,1136413
1188775,1136445
1188824,1136762
1189443,1136791
1190054,1136844
1190141,1136949
1190636,1137026
1191292,1137135
1192489,1137250
1192599,1137343
1192964,1137396
1193685,1138646
1193714,1138841
1193779,1139082
1194583,1139249
1195002,1139293
1195239,1139400
1196126,1139469
1196281,1139825
1196296,1139826
1196302,1140341
1196312,1140409
1196341,1140433
1196659,1140509
1196684,1140687
1197158,1140866
1197220,1141046
1197657,1141320
1197953,1141452
1198202,1141506
1198319,1141513
1198545,1141613
1198744,1142230
1198858,1142308
1199274,1142451
1199749,1142472
1199766,1142734
1199818,1143293
1199907,1143357
1200117,1143729
1200397,1143958
1200712,1144107
1200851,1144679
1200876,1145027
1200953,1145146
1201035,1145222
1201120,1145234
1201149,1145311
1201396,1145741
1201789,1145792
1201902,1145988
1201951,1146404
1202110,1147046
1202176,1147306
1202558,1147341
1202669,1147772
1202678,1148329
1202692,1148389
1202898,1148406
1203101,1148578
1203151,1149063
1203162,1149073
1203534,1149402
1203614,1149410
1203866,1149524
1203897,1149527
1204156,1149666
1204486,1149728
1204966,1149772
1205053,1149847
1205179,1149977
1205670,1150032
1206067,1150144
1206294,1150209
1206307,1150229
1206871,1150246
1207480,1150275
1207556,1150312
1207584,1150713
1207668,1150886
1208183,1151442
1208375,1151791
1208568,1151818
1208691,1151831
1208716,1152421
1208789,1152447
1209316,1153170
1209990,1153173
1210012,1153477
1210027,1153499
1210241,1153654
1210366,1153717
1210405,1154303
1210715,1154318
1210786,1154592
1210912,1154619
1211216,1154657
1211362,1154738
1211442,1155137
1212301,1155329
1212656,1155383
1212660,1155535
1212672,1155607
1212937,1155643
1213311,1155938
1213562,1156389
1213650,1156520
1213836,1156738
1214333,1156874
1214335,1157343
1214930,1157471
1215394,1157682
1215572,1157846
1215594,1158934
1215886,1159179
1215982,1159180
1216639,1159216
1217210,1159325
1217238,1159376
1217279,1159497
1217335,1159621
1217379,1159983
1217490,1160241
1217591,1160300
1217638,1160373
1217656,1160535
1217665,1160679
1217959,1160755
1218160,1160981
1218485,1161009
1218514,1161069
1218567,1161088
1218606,1161230
1218617,1161287
1218650,1161327
1218875,1161592
1218920,1161741
1219299,1161796
1219328,1161859
1219373,1162057
1219517,1162124
1219846,1162201
1220196,1162549
1220722,1162807
1220739,1162973
1220889,1163089
1220908,1163130
1221181,1163156
1221355,1163612
1221454,1164022
1221510,1164193
1221599,1164277
1221699,1164567
1222101,1165194
1222392,1165255
1222482,1165500
1222555,1165561
1222638,1166245
1222686,1166288
1223404,1166477
1223759,1166667
1224480,1166871
1224528,1167054
1224589,1167531
1224909,1167662
1224999,1167917
1225052,1168809
1225151,1168878
1225221,1169065
1225267,1169412
1225354,1169599
1225750,1169657
1225938,1169943
1225979,1170221
1226026,1170561
1226894,1170585
1227505,1171303
1228360,1171354
1228444,1171403
1228452,1171737
1228469,1171948
1228597,1172366
1229189,1172593
1229208,1172728
1229380,1172737
1229412,1172758
1229470,1172836
1230080,1173077
1230196,1173438
1230490,1173457
1230627,1173464
1231181,1173596
1231223,1173646
1231291,1173657
1231299,1173733
1231771,1173755
1232452,1173766
1232474,1173797
1232524,1173907
1232591,1174144
1232725,1174235
1232986,1174357
1233516,1174992
1233554,1175206
1233643,1175267
1234139,1175417
1234198,1175524
1234375,1175904
1234386,1176486
1235246,1176509
1235434,1176528
1236228,1176695
1236287,1176713
1236558,1176852
1236853,1176932
1237149,1176952
1237157,1176973
1237731,1177039
1237854,1177313
1238394,1177366
1238542,1177495
1238648,1177606
1239086,1177742
1239159,1177861
1239675,1177898
1239851,1178064
1240130,1178109
1240234,1178906
1240613,1179302
1240796,1179373
1241184,1179583
1241285,1179877
1241866,1180463
1242317,1181509
