Coursera User IDs,
ni-001,friendsmoneybytes-002
3996707,2874484
3996736,2874662
3996921,2874757
3997044,2875231
3997066,2875273
3997248,2875409
3997262,2875785
3997323,2876071
3997390,2876265
3997539,2876680
3997635,2876941
3997820,2877038
3997865,2877277
3997968,2877432
3998117,2877502
3998135,2877633
3998161,2878724
3998171,2878763
3998203,2879854
3998302,2879873
3998437,2880891
3998468,2881356
3998541,2881748
3998652,2881772
3998681,2882513
3998699,2882519
3998733,2882601
3998760,2882634
3998766,2882982
3998810,2883021
3998811,2883196
3998920,2883368
3999062,2883429
3999209,2883843
3999325,2883887
3999326,2884045
3999377,2884226
3999472,2884353
3999497,2884661
3999510,2885000
3999606,2885248
3999618,2885366
3999643,2885570
3999844,2885675
3999913,2885705
3999968,2886107
4000042,2886460
4000080,2886685
4000144,2887472
4000147,2887660
4000465,2887684
4000539,2887721
4000599,2888160
4000622,2888319
4000626,2888638
4000827,2888843
4000994,2889352
4001023,2889441
4001149,2889821
4001173,2889842
4001196,2890141
4001267,2890233
4001272,2890647
4001677,2890826
4001735,2891034
4001760,2891638
4002021,2891763
4002070,2891917
4002183,2892303
4002327,2892490
4002331,2892550
4002693,2892674
4002710,2893268
4002711,2893348
4002865,2893586
4002976,2893857
4002992,2894185
4003006,2894278
4003348,2894364
4003387,2894654
4003414,2894678
4003442,2894783
4003457,2894789
4003524,2894813
4003610,2894975
4003704,2894985
4003790,2895108
4003914,2895230
4004034,2895277
4004095,2895511
4004133,2895580
4004150,2895767
4004291,2895807
4004433,2895812
4004692,2895831
4004741,2896150
4004801,2896320
4004840,2896591
4004886,2896608
4005007,2896668
4005166,2897067
4005189,2897378
4005214,2897550
4005270,2897566
4005317,2897702
4005373,2897763
4005379,2898021
4005443,2898238
4005512,2898662
4005770,2899485
4005886,2899507
4006155,2899540
4006479,2899784
4006714,2900475
4006742,2900789
4006771,2900795
4006938,2900826
4007030,2900906
4007036,2901111
4007105,2901525
4007483,2901699
4007528,2901707
4007585,2901917
4007624,2902125
4007720,2902156
4007793,2902266
4007883,2902555
4007930,2902595
4008374,2902763
4008467,2903063
4008484,2903157
4008549,2903248
4008849,2903251
4008877,2904076
4009048,2904091
4009303,2904233
4009515,2904276
4009715,2904537
4009920,2905154
4009956,2905245
4009977,2905263
4009996,2905382
4010128,2905437
4010211,2905590
4010246,2905714
4010417,2905751
4010462,2905885
4010692,2905987
4010718,2906134
4010759,2906266
4010802,2906548
4010947,2906612
4011076,2906745
4011174,2906930
4011277,2906990
4011390,2907032
4011416,2907562
4011432,2907642
4011477,2907788
4011622,2907799
4012096,2907980
4012151,2908036
4012190,2908135
4012204,2908172
4012449,2908211
4012559,2908808
4012698,2908889
4012959,2909050
4013152,2909322
4013303,2909777
4013319,2909840
4013479,2909846
4013769,2909901
4013872,2910631
4013922,2911056
4014010,2911155
4014024,2911486
4014165,2911630
4014233,2911950
4014247,2912076
4014273,2912145
4014353,2912178
4014684,2912202
4014744,2912350
4014823,2912694
4014834,2913300
4015186,2913519
4015334,2913791
4015526,2913837
4015628,2913989
4015723,2914054
4015742,2914061
4015894,2914066
4015901,2914615
4015997,2914739
4016020,2914783
4016257,2914786
4016597,2915245
4016628,2915322
4016639,2915547
4016693,2915771
4016772,2916019
4016795,2916635
4016800,2916810
4016931,2916973
4016932,2917035
4016947,2917080
4017000,2917332
4017054,2917416
4017111,2917800
4017162,2917815
4017198,2917930
4017637,2917971
4017801,2918078
4017874,2918114
4017962,2918172
4018056,2918564
4018069,2919052
4018226,2919860
4018320,2919947
4018463,2920087
4018490,2920506
4018764,2920637
4018896,2921249
4019090,2921375
4019341,2921662
4019369,2921931
4019534,2922443
4019855,2922466
4020233,2922695
4020254,2923572
4020361,2923912
4020425,2925378
4020434,2925723
4020959,2925829
4021308,2925867
4021393,2926049
4021526,2926140
4021812,2926256
4021892,2926522
4022126,2926798
4022129,2927231
4022138,2927535
4022284,2927767
4022367,2928035
4022369,2928036
4022384,2928055
4022442,2928138
4022447,2928234
4022449,2928371
4022458,2928693
4022535,2928848
4022549,2928938
4022691,2929243
4022803,2929263
4022834,2929639
4022886,2929843
4022971,2929961
4022990,2930085
4023138,2930314
4023353,2930315
4023364,2930669
4023457,2930870
4023579,2931114
4023754,2931255
4023781,2931270
4024034,2931567
4024286,2931654
4024320,2931941
4024434,2932058
4024439,2933136
4024695,2933579
4024733,2934084
4024842,2934617
4024849,2934919
4024903,2935072
4024929,2935225
4024944,2935248
4025024,2935262
4025226,2935480
4025233,2935832
4025307,2936037
4025315,2936225
4025336,2936564
4025527,2936667
4025574,2936839
4025835,2936854
4026018,2937060
4026048,2937454
4026116,2938876
4026164,2938963
4026418,2939410
4026574,2939540
4026731,2939703
4026738,2939756
4027018,2939810
4027119,2939881
4027184,2939945
4027313,2940146
4027407,2940208
4027440,2940345
4027456,2940440
4027680,2940466
4027824,2940569
4028003,2940698
4028073,2940704
4028408,2941007
4028438,2941082
4028439,2941130
4028505,2941191
4028517,2941384
4028755,2941500
4028798,2941516
4028877,2941739
4028899,2942068
4029003,2942362
4029097,2942631
4029102,2942642
4029103,2943064
4029134,2943133
4029141,2943361
4029160,2943399
4029172,2943687
4029321,2943934
4029409,2944313
4029440,2945682
4029464,2945696
4029527,2946128
4029538,2946438
4029653,2946550
4029673,2946626
4029841,2947086
4029924,2947119
4030137,2947815
4030166,2948217
4030289,2948619
4030321,2949169
4030323,2949388
4030520,2949938
4030528,2950312
4030727,2950396
4030736,2950424
4030774,2950483
4030813,2950790
4030969,2950907
4031075,2950942
4031139,2951025
4031231,2951337
4031300,2952342
4031301,2952536
4031329,2953377
4031453,2954006
4031621,2954035
4031644,2954739
4031757,2954860
4031983,2955458
4032108,2955546
4032139,2956072
4032240,2956366
4032332,2956560
4032377,2957455
4032584,2957554
4032696,2958012
4032795,2958109
4032950,2958251
4033039,2958631
4033046,2958712
4033094,2958746
4033186,2958999
4033210,2959091
4033214,2959096
4033354,2959112
4033393,2959113
4033410,2959260
4033574,2959637
4033741,2959852
4033771,2959888
4033799,2960140
4033816,2960227
4033838,2960330
4033970,2960972
4034231,2961114
4034338,2961140
4034366,2961193
4034426,2961204
4034578,2961328
4034624,2961334
4034738,2962274
4034803,2962788
4034822,2963039
4034848,2963040
4034851,2963075
4034977,2963131
4034983,2963163
4035047,2963377
4035072,2963467
4035236,2963711
4035274,2963740
4035302,2963805
4035847,2963858
4035849,2963908
4035885,2964232
4035985,2964398
4036001,2964682
4036103,2964783
4036131,2964876
4036172,2964969
4036190,2965084
4036275,2965311
4036332,2965414
4036375,2965445
4036428,2965457
4036468,2965582
4036475,2965672
4036579,2966266
4036720,2966268
4036844,2966381
4036945,2966531
4036958,2966606
4036962,2966659
4037131,2966729
4037146,2966999
4037214,2967322
4037243,2967593
4037325,2968699
4037356,2968913
4037476,2968914
4037594,2969011
4037618,2969076
4037682,2969158
4037743,2969367
4037800,2969689
4037837,2969793
4037855,2969807
4038031,2969991
4038078,2970454
4038096,2970857
4038307,2971113
4038377,2971276
4038428,2971817
4038715,2972160
4038774,2972175
4038792,2972232
4038884,2972361
4038932,2972574
4038958,2972778
4039063,2973105
4039218,2973303
4039411,2973512
4039580,2973579
4039892,2973704
4040013,2973725
4040170,2973751
4040222,2973769
4040298,2973880
4040342,2974386
4040712,2974504
4040748,2975537
4040929,2975566
4041089,2975783
4041104,2976640
4041158,2976677
4041198,2976975
4041294,2977272
4041323,2977811
4041450,2977929
4041747,2978131
4041844,2978168
4041866,2978256
4042025,2978305
4042090,2978510
4042101,2978718
4042175,2979000
4042182,2979029
4042216,2979178
4042303,2979375
4042741,2979459
4043096,2979574
4043198,2979854
4043238,2980246
4043304,2980300
4043506,2980435
4043641,2980663
4043696,2980990
4043800,2981232
4043930,2981264
4044116,2981468
4044134,2981506
4044255,2981903
4044288,2982104
4044302,2982119
4044346,2982125
4044520,2982194
4044550,2982950
4044639,2983342
4044691,2983380
4044944,2983424
4045017,2983563
4045033,2983798
4045097,2984015
4045101,2984107
4045130,2984287
4045131,2984650
4045151,2985071
4045282,2985743
4045286,2985872
4045355,2985988
4045360,2986112
4045361,2986818
4045391,2987022
4045419,2987291
4045585,2987317
4045927,2987542
4045950,2987721
4046012,2987793
4046059,2987869
4046095,2988030
4046198,2988434
4046203,2988901
4046325,2989330
4046340,2989436
4046463,2989596
4046516,2989655
4046730,2989840
4046745,2990152
4046845,2990248
4046858,2990488
4046924,2991039
4047115,2991337
4047117,2991364
4047148,2991472
4047240,2991478
4047554,2991747
4047603,2991787
4047662,2991917
4047718,2992200
4047973,2992217
4048207,2992225
4048723,2992391
4048756,2992770
4048797,2992824
4048830,2993694
4048834,2993903
4048840,2994375
4048919,2994680
4049217,2995385
4049463,2995665
4049536,2996125
4049634,2997568
4049685,2997688
4049716,2997928
4050011,2998027
4050127,2998066
4050434,2998530
4050437,2998850
4050579,2999233
4050697,2999585
4050733,2999802
4050897,3000106
4050936,3000125
4051036,3000147
4051165,3000453
4051188,3000717
4051368,3001069
4051613,3001161
4051635,3001339
4051728,3001430
4051972,3002031
4052007,3002337
4052403,3002537
4052476,3002751
4052494,3002831
4052579,3003201
4052767,3003213
4052772,3003309
4052835,3003625
4053026,3003705
4053143,3004015
4053221,3004365
4053394,3005463
4053681,3005529
4053822,3005613
4054054,3005808
4054302,3005901
4054303,3006123
4054311,3006178
4054414,3006191
4054490,3006267
4054524,3007125
4054539,3007432
4054622,3007452
4054776,3007529
4055039,3007552
4055058,3007562
4055094,3007747
4055291,3007770
4055329,3007930
4055486,3008047
4055549,3008065
4055602,3008126
4055699,3008253
4055733,3008314
4055767,3008671
4055933,3008672
4056140,3009378
4056148,3009475
4056467,3009491
4056480,3009589
4056515,3009643
4056599,3009878
4056643,3010025
4056649,3010033
4056942,3010281
4056991,3010440
4056994,3010488
4057081,3010502
4057148,3010540
4057192,3010956
4057273,3011203
4057455,3011319
4057482,3011547
4057523,3012013
4057570,3012183
4057666,3012555
4057691,3012629
4057727,3014303
4057748,3014586
4057786,3014668
4057921,3014826
4058009,3015093
4058061,3015094
4058075,3015214
4058374,3015502
4058572,3015872
4058735,3015945
4058745,3016141
4058852,3016428
4059183,3016725
4059195,3016746
4059342,3016844
4059579,3017126
4059596,3017283
4059680,3017287
4059791,3017347
4059886,3017352
4059997,3017365
4060027,3017368
4060056,3017655
4060298,3017814
4060305,3018352
4060419,3018404
4060550,3018902
4060615,3019043
4060746,3019244
4060837,3019299
4060893,3019564
4060969,3019712
4060980,3019763
4060993,3019866
4061112,3020042
4061233,3020425
4061308,3020692
4061327,3020733
4061408,3021083
4061436,3021180
4061768,3021899
4061859,3022205
4061895,3022734
4062212,3022796
4062309,3022855
4062423,3022899
4062606,3023607
4062693,3023639
4062826,3023857
4062900,3023920
4063099,3024540
4063343,3025165
4063410,3025460
4063482,3025464
4063578,3025480
4063620,3025597
4063630,3025637
4063758,3025742
4063856,3026030
4064198,3026326
4064399,3026361
4064405,3027059
4064483,3027101
4064568,3027240
4064584,3027325
4064648,3027390
4064655,3027397
4064997,3027899
4065043,3028036
4065098,3028107
4065548,3028578
4065619,3028619
4065666,3028778
4065686,3028843
4065756,3028860
4065791,3028929
4065974,3029027
4066014,3029612
4066017,3030712
4066035,3030762
4066076,3031120
4066199,3031521
4066292,3032485
4066484,3033089
4066559,3034682
4066570,3034705
4066647,3034761
4066715,3035363
4066811,3035664
4067168,3035723
4067195,3035851
4067517,3035854
4067724,3035915
4067811,3036091
4067853,3036654
4067863,3036692
4068055,3036964
4068141,3037457
4068358,3037685
4068467,3037733
4069120,3037859
4069141,3037873
4069223,3038094
4069263,3038291
4069276,3038401
4069286,3038410
4069324,3039028
4069693,3039146
4069844,3039409
4069852,3039708
4069876,3039837
4069883,3040156
4069917,3040189
4070079,3040497
4070237,3040981
4070260,3041219
4070353,3041226
4070828,3041320
4071306,3041361
4071451,3041627
4071944,3041683
4072042,3041749
4072204,3041965
4072220,3042015
4072937,3042203
4072998,3042448
4073064,3042638
4073107,3043175
4073241,3043304
4073408,3043600
4073591,3043665
4073620,3043709
4073681,3043784
4073845,3043986
4073885,3044478
4074075,3044786
4074158,3045081
4074173,3045404
4074234,3045628
4074506,3045771
4074785,3045839
4074807,3046199
4074987,3046245
4075369,3046398
4075432,3046776
4075437,3046841
4075459,3047104
4075486,3047794
4075813,3048025
4075840,3048091
4075877,3048150
4075879,3048176
4075897,3048381
4075905,3048828
4075964,3049039
4076143,3049063
4076212,3049141
4076322,3049233
4076329,3049381
4076661,3049828
4076700,3049888
4076708,3050288
4076714,3050343
4076797,3050613
4077103,3050820
4077289,3051360
4077372,3051460
4077503,3052045
4077723,3052107
4077896,3052385
4077930,3052621
4078026,3052852
4078098,3053304
4078536,3053666
4078804,3053932
4079019,3054258
4079189,3054637
4079201,3055433
4079283,3055504
4079337,3055623
4079505,3055826
4079545,3055937
4079582,3055996
4079808,3057328
4079904,3057749
4080138,3058310
4080177,3058858
4080262,3058895
4080436,3058974
4080534,3059372
4080659,3059446
4080976,3060262
4081010,3060553
4081033,3060714
4081035,3060929
4081166,3061662
4081235,3061855
4081290,3062838
4081331,3062928
4081367,3062936
4081650,3063057
4081819,3063192
4081857,3063655
4082036,3063839
4082070,3063921
4082091,3064523
4082130,3064717
4082182,3065012
4082269,3065528
4082293,3065975
4082435,3065976
4082663,3066201
4082703,3066230
4082818,3066527
4082885,3066770
4082935,3066932
4083037,3066943
4083065,3067415
4083219,3067434
4083242,3067624
4083272,3067817
4083383,3067894
4083393,3067923
4083411,3067965
4083727,3068795
4083865,3069152
4083932,3069210
4084017,3069300
4084174,3069402
4084450,3069496
4084482,3069667
4084666,3070383
4084673,3070579
4084851,3070590
4085011,3070667
4085013,3071450
4085117,3071545
4085355,3071917
4085598,3071956
4085704,3072316
4085970,3072611
4086063,3072657
4086076,3072800
4086109,3073112
4086181,3073240
4086549,3073617
4086924,3073631
4087034,3073683
4087048,3073696
4087553,3073734
4087574,3073739
4087742,3074128
4087899,3074236
4088008,3075448
4088026,3075751
4088062,3075939
4088740,3076464
4088756,3077281
4088878,3077395
4089150,3077516
4089258,3077631
4089435,3077633
4089759,3078012
4090245,3078182
4091512,3078295
4091840,3078704
4091866,3078966
4091873,3079159
4092566,3079334
4092576,3079646
4092761,3079856
4092867,3079970
4093506,3080267
4093553,3080485
4094085,3080833
4094767,3080870
4094923,3081118
4094938,3081420
4095291,3081464
4095375,3081491
4096883,3081544
4096884,3082262
4097448,3082512
4097606,3082678
4097935,3082745
4097988,3083306
4098180,3083381
4098197,3083416
4098228,3083498
4099239,3083515
4101290,3083694
4101640,3083874
4101742,3084094
4101817,3084283
4101843,3084403
4101924,3084613
4102120,3084645
4102512,3084741
4102565,3084869
4102819,3084899
4103612,3086143
4103645,3086290
4103782,3086316
4103835,3086973
4104134,3087035
4104209,3087120
4104439,3087500
4104770,3087625
4106541,3087666
4106785,3088089
4107705,3089865
4107825,3090116
4107912,3090245
4108315,3090288
4108322,3090481
4108519,3090922
4109573,3091071
4109640,3091248
4109724,3091979
4110312,3092019
4110463,3092388
4110771,3092536
4111103,3092839
4111187,3093344
4111385,3093602
4112428,3093757
4113432,3094016
4113803,3094300
4113978,3094453
4114306,3094566
4114579,3095198
4115021,3095593
4115180,3095611
4115659,3095996
4116841,3097009
4117168,3097054
4118093,3097156
4118107,3097570
4118598,3098280
4118635,3098321
4118711,3098334
4118814,3098908
4119418,3099111
4120050,3099163
4121308,3099388
4121444,3099475
4121517,3099635
4121665,3099904
4122620,3099992
4124412,3100157
4124487,3101462
4124653,3101782
4124927,3101867
4126265,3102102
4126285,3102208
4126488,3103141
4127127,3103235
4127342,3103252
4127679,3103281
4127777,3103300
4127822,3103341
4128071,3103589
4129506,3103925
4131693,3104019
4132051,3104823
4132205,3104940
4132943,3104984
4133014,3106159
4133028,3106174
4135519,3106595
4136295,3106670
4136632,3107738
4136676,3107840
4136692,3108018
4136812,3108251
4136852,3108517
4136887,3108599
4137202,3109134
4137639,3109461
4138142,3109932
4139345,3109985
4139619,3110011
4139722,3110444
4140124,3110664
4140502,3111185
4141401,3111314
4141466,3111332
4142931,3111454
4144150,3111617
4144521,3111926
4145182,3112100
4145467,3112263
4145757,3112597
4145944,3112687
4146053,3112811
4146374,3112812
4146476,3113060
4146847,3113604
4147217,3113649
4147302,3113691
4147377,3113713
4148239,3113903
4148320,3114089
4148774,3114189
4149094,3114263
4149865,3115023
4150045,3115404
4150664,3115434
4150732,3116474
4150938,3116799
4150941,3116943
4152274,3117066
4152684,3117294
4152950,3117408
4153042,3117685
4153345,3117908
4153787,3118046
4154061,3118538
4154603,3118580
4154688,3118600
4154766,3118698
4155660,3118736
4155800,3118789
4156617,3118808
4157310,3118979
4157470,3119291
4157921,3119467
4157959,3119471
4159539,3119561
4159594,3119565
4159757,3120062
4160640,3120303
4161488,3120429
4161628,3120575
4161696,3120872
4163601,3120957
4163687,3121131
4164578,3121384
4165511,3121544
4165709,3121935
4165732,3121943
4165904,3121985
4165965,3122085
4167207,3122439
4167309,3122473
4169401,3122702
4170020,3123282
4170150,3123356
4170240,3123447
4170377,3123786
4170613,3123836
4171148,3124007
4171392,3124309
4171872,3124379
4172467,3124386
4174446,3124540
4174658,3124608
4174985,3125468
4175060,3125566
4175926,3125623
4176383,3126193
4176948,3126448
4177088,3126473
4177131,3126549
4177289,3126845
4178931,3127102
4179364,3127138
4179630,3127264
4179684,3127334
4179726,3127549
4179959,3127586
4180065,3128052
4180436,3128100
4181327,3128154
4182822,3128191
4183278,3128345
4183618,3128483
4183974,3128640
4187086,3128998
4188064,3129045
4188296,3129085
4188475,3129558
4188496,3129680
4188904,3130271
4189504,3130345
4189763,3130353
4190111,3131419
4190774,3131524
4191866,3131531
4191986,3132046
4192069,3132352
4192433,3132394
4194162,3132431
4197034,3133164
4197334,3133267
4197767,3133597
4199217,3134533
4200059,3134822
4200165,3134990
4200166,3135211
4201262,3135497
4201394,3135515
4201433,3135655
4201946,3135734
4202126,3136069
4202663,3136214
4203366,3137151
4203457,3137349
4204195,3137424
4204843,3137433
4205201,3137592
4206140,3137718
4206390,3138002
4207742,3138223
4207857,3138928
4208108,3139151
4208360,3139384
4208459,3139474
4208488,3139744
4208813,3139924
4208844,3140287
4210305,3140474
4210580,3140981
4210740,3141821
4210954,3141852
4211549,3141984
4211606,3142236
4212054,3142240
4212159,3142409
4212941,3142471
4213504,3143063
4214254,3143185
4214664,3143517
4215317,3143784
4220609,3144740
4221777,3144941
4221823,3145089
4222205,3145168
4222909,3145604
4223454,3145939
4223488,3145967
4223855,3146069
4224099,3146736
4224430,3147327
4224535,3147333
4224625,3147653
4226321,3147689
4226805,3150576
4229589,3150605
4230407,3151017
4230513,3151519
4230802,3152382
4231376,3152941
4231814,3153017
4232585,3153137
4232963,3153798
4233009,3153901
4233449,3154261
4233709,3154527
4233724,3154578
4234413,3154888
4234949,3155027
4235400,3156011
4235514,3156151
4236255,3156220
4237313,3156564
4237386,3156598
4237892,3156758
4239089,3156851
4239268,3157249
4240010,3157309
4240173,3157753
4240178,3157818
4240236,3157824
4240555,3159226
4242595,3159492
4242841,3160127
4243848,3160355
4244480,3160612
4245007,3160715
4245300,3161187
4245967,3161293
4247014,3161345
4248038,3161427
4249727,3161574
4250281,3161763
4251898,3161812
4252433,3161960
4252867,3162186
4254491,3162470
4257434,3162481
4258189,3162542
4258368,3162688
4259422,3163001
4259443,3163214
4259713,3163410
4259817,3163479
4260121,3163641
4260230,3163867
4260518,3163987
4261288,3164216
4262176,3164390
4263610,3164523
4264373,3164722
4265375,3164803
4266364,3165050
4266749,3165272
4267569,3165552
4267604,3165627
4268353,3165725
4268678,3165776
4268914,3165782
4268923,3165884
4269518,3165946
4270701,3166032
4272079,3166257
4272720,3166438
4273443,3166687
4274129,3166779
4274306,3167326
4274346,3167378
4274568,3167510
4274705,3168142
4275374,3168322
4275422,3168431
4275661,3168723
4275938,3169107
4277327,3169769
4277810,3170049
4278229,3170262
4280833,3170415
4281696,3170450
4283024,3170528
4283108,3170976
4283444,3171470
4283709,3171505
4283785,3171529
4283954,3171704
4284215,3171718
4285467,3172010
4288214,3172095
4289177,3172244
4289402,3172423
4289756,3172442
4290552,3172770
4291101,3172981
4291391,3173318
4293559,3173485
4293733,3174520
4293901,3175111
4293969,3175159
4295726,3175509
4300331,3175612
4301256,3176008
4301269,3176312
4301904,3176384
4302340,3176522
4302788,3177485
4302797,3177784
4303195,3177900
4303376,3178110
4303486,3178141
4304015,3178523
4304165,3179077
4304384,3179392
4305809,3179438
4306168,3179895
4307047,3180509
4307658,3180685
4308716,3180755
4308835,3180811
4308875,3180881
4309002,3181234
4309879,3181310
4310677,3181642
4311479,3181655
4312215,3181864
4312598,3182350
4313045,3182506
4314171,3182537
4314774,3182676
4315244,3182859
4315993,3182946
4316348,3183014
4316509,3183145
4316575,3183220
4317287,3183235
4317807,3183273
4317989,3183959
4319472,3184383
4319774,3184730
4322390,3185454
4324683,3185499
4325099,3185707
4325138,3185758
4325782,3186033
4326285,3186245
4327725,3186265
4328010,3186481
4328317,3186921
4329353,3187064
4330204,3187235
4330217,3187244
4330609,3187616
4331826,3188141
4331985,3188312
4333581,3188494
4334192,3188575
4334285,3188688
4335847,3188814
4336593,3188826
4337286,3188851
4337802,3189071
4338027,3189074
4338232,3189581
4338486,3189605
4338751,3189734
4338974,3189752
4339288,3189910
4342180,3190163
4342428,3190205
4343887,3190216
4345528,3190743
4346429,3190827
4347392,3190830
4348047,3190930
4349297,3191019
4349825,3191072
4350236,3191753
4350237,3191892
4351028,3192136
4351813,3192395
4352051,3192703
4353138,3192806
4353281,3192949
4353295,3193244
4354214,3193450
4354887,3193492
4354921,3193595
4355070,3193834
4355230,3194433
4355238,3194451
4355674,3194465
4356760,3194484
4356858,3194633
4357545,3194637
4358350,3194931
4358754,3195005
4359118,3195054
4359553,3195066
4359812,3195404
4360820,3195500
4362659,3195503
4363047,3195600
4363177,3195606
4364085,3195768
4364154,3195786
4365795,3195999
4365967,3196688
4365992,3197179
4366194,3197181
4366221,3197722
4366408,3198258
4366613,3198798
4367044,3199266
4367616,3199342
4367782,3199594
4368375,3200119
4370108,3200324
4370530,3200621
4371201,3200743
4371284,3200885
4371657,3201516
4375173,3201839
4375274,3201841
4375898,3202215
4376205,3202320
4376565,3202481
4377275,3202663
4377282,3203918
4377406,3204321
4377476,3204978
4378988,3205023
4379133,3205125
4379623,3205396
4379884,3205545
4380010,3205547
4381208,3205732
4382148,3205811
4382433,3205915
4383107,3206462
4384731,3206535
4385520,3206809
4385565,3206841
4386762,3207239
4387576,3208415
4388099,3208451
4388840,3208503
4389357,3208720
4390608,3209575
4391149,3210537
4391681,3210744
4391791,3210890
4392308,3211088
4393170,3211383
4393290,3211606
4394245,3211819
4394632,3211910
4394722,3212582
4394806,3212833
4395033,3213101
4395063,3213749
4395092,3214217
4395369,3214384
4395581,3214577
4395635,3214817
4396720,3214850
4396818,3215243
4396966,3215261
4398286,3215851
4398338,3216159
4398552,3216734
4399500,3216759
4399581,3217068
4400064,3217105
4400534,3217173
4400677,3217271
4401048,3217351
4401402,3217643
4401944,3217672
4403150,3217691
4403223,3217725
4403958,3217742
4404465,3218054
4405407,3218079
4406126,3218178
4407632,3218588
4408622,3219579
4409455,3219658
4409457,3220217
4409814,3220872
4410765,3221317
4411784,3221457
4412750,3221698
4413408,3221725
4413498,3221765
4413960,3222358
4414033,3222871
4414321,3222991
4415034,3223070
4415694,3223610
4416598,3223747
4417609,3224169
4417913,3225209
4419579,3225590
4421022,3225673
4421810,3226393
4425712,3226421
4426087,3226422
4426342,3226438
4426395,3226950
4426452,3226964
4427311,3227871
4427870,3227957
4429801,3228402
4430791,3228713
4431809,3229123
4431854,3229173
4431948,3229275
4432328,3229526
4432683,3229673
4432887,3229866
4433619,3229977
4436168,3230823
4437292,3230994
4437887,3231991
4439206,3232235
4439964,3232309
4440612,3232450
4441432,3232784
4442977,3233425
4444973,3233594
4447703,3233957
4448082,3234015
4448682,3234109
4449250,3234442
4449977,3234675
4450423,3235215
4450607,3236131
4451404,3236234
4451636,3236472
4451876,3236506
4452012,3236607
4452217,3236800
4453919,3237165
4454596,3237282
4454633,3237371
4454672,3237637
4454726,3237684
4454979,3238013
4455552,3238813
4456498,3238966
4457065,3238997
4457590,3239568
4458384,3239892
4458467,3239978
4459260,3240262
4459277,3240695
4460216,3240968
4460374,3240996
4460685,3241123
4461226,3241138
4461841,3241376
4462290,3241481
4466238,3241827
4468483,3241880
4473099,3242126
4474318,3242155
4474650,3242385
4475094,3242485
4475121,3242833
4475499,3243039
4475647,3243408
4476217,3243591
4476508,3243933
4477784,3244127
4478094,3244155
4478940,3244286
4481388,3244509
4481415,3245507
4483422,3245631
4485471,3245679
4486284,3246212
4486757,3246284
4487312,3246478
4488235,3246535
4488284,3247175
4488668,3247249
4489623,3247675
4489959,3248413
4490432,3248917
4490542,3249182
4490883,3250009
4490923,3250092
4491502,3250147
4492581,3250242
4493254,3250493
4493639,3250503
4494151,3250546
4494467,3251236
4494526,3251254
4495345,3251449
4495995,3251474
4496328,3251593
4498294,3251647
4498756,3251688
4499074,3252484
4499144,3253258
4499463,3253445
4500482,3253481
4501123,3253652
4501279,3254024
4503663,3254248
4503684,3254793
4504487,3255988
4504504,3256024
4506209,3256115
4508175,3256552
4508482,3256575
4509196,3256655
4511821,3256666
4512124,3256686
4512598,3256858
4513221,3256997
4513422,3257009
4515539,3257592
4515736,3257649
4516125,3257988
4517007,3258288
4518311,3258605
4518464,3258684
4519984,3258696
4523341,3258748
4523911,3259001
4527407,3259413
4527492,3259681
4529708,3260076
4531733,3260112
4533035,3260149
4533198,3260159
4533703,3260638
4533737,3260881
4533859,3260948
4534476,3261156
4534511,3261259
4534814,3261460
4535398,3261641
4536297,3261722
4536850,3262334
4537151,3262572
4538444,3263096
4539888,3263149
4541597,3263332
4542284,3263389
4542879,3263573
4543640,3263908
4543868,3264067
4544679,3264476
4545349,3264899
4545725,3265015
4545972,3265048
4547263,3265558
4547719,3265712
4547858,3265805
4548080,3265806
4549522,3265880
4552641,3265907
4554349,3266243
4554489,3266302
4554576,3266410
4555401,3266522
4555680,3266897
4556700,3267039
4556842,3267145
4557577,3267937
4557823,3268301
4559136,3268809
4559716,3268840
4560149,3269025
4560203,3269040
4561125,3269232
4562001,3269357
4562138,3269815
4563053,3269901
4564614,3270000
4564725,3270192
4565211,3270649
4565240,3271281
4565372,3271338
4566346,3271403
4567503,3271710
4569284,3271917
4569405,3271993
4569944,3272268
4573440,3272612
4573931,3272826
4574634,3273464
4575468,3273500
4575987,3273502
4576362,3274425
4576693,3274941
4576902,3274954
4580839,3275203
4580859,3275277
4581599,3275522
4581746,3275575
4582935,3275822
4583210,3275848
4583832,3276262
4584184,3277241
4584470,3277722
4584674,3278017
4584757,3278268
4585107,3278414
4591060,3278497
4594567,3278580
4595217,3278888
4598730,3279233
4599452,3279727
4600318,3280156
4600470,3280380
4601182,3280887
4601793,3281099
4602084,3281309
4606967,3281405
4608834,3281846
4609336,3282535
4610063,3282867
4610276,3282879
4610296,3283003
4611574,3283885
4612541,3284245
4613075,3284332
4613443,3284896
4613727,3285075
4614375,3285479
4614790,3285735
4614950,3285812
4617679,3286060
4619318,3286262
4619691,3286364
4620835,3286416
4621388,3286687
4623771,3286743
4626532,3286807
4626658,3286844
4627204,3287048
4627844,3287319
4629769,3287869
4630489,3287948
4630498,3288391
4631176,3288581
4632008,3289140
4632153,3289250
4633242,3289694
4634056,3289793
4635324,3289971
4635572,3290385
4635684,3290654
4639964,3290771
4640712,3290811
4640785,3290979
4641951,3291182
4644177,3291871
4646113,3292002
4646431,3292213
4646836,3292217
4647495,3292371
4648488,3292516
4648927,3292864
4655495,3293043
